nome;rating;preco;pais;tipo;descricao;uvas;vinicola;olfativo;gustativo;harmonia;uva1;varietal;price;ano;consumo;texto
Norton Porteño Malbec 2018;5.0;R$72,90;Argentina;Tinto;Meio Seco/Demi-Sec;Malbec;Bodega Norton;violáceos. Possui aromas doces e de especiarias com um toque de pimenta preta.;Na boca apresenta frutos vermelhos maduros, com taninos longos e harmoniosos.;Carnes vermelhas grelhadas, massas com molho de tomate e queijos amadurecidos.;Malbec;S;72.9;2018;0;'Argentina' 'Tinto' 'Meio Seco/Demi-Sec' 'Malbec'
Covela Edição Nacional D.O.C. Vinho Verde Arinto 2017;4.0;R$89,90;Portugal;Branco;Seco;Arinto;Quinta de Covela;Aroma intenso e fresco, com base mineral.;No paladar é seco e elegante ao mesmo tempo que é fresco e vivo. A mineralidade convive bem com os aromas de frutas amarelas de caroço. É possível sentir a força do sol da região “Douro Verde”.;Ideal para beber com peixe grelhado, marisco e frutos do mar. Harmoniza bem com culinária japonesa como sushis e sashimis.;Arinto;S;89.9;2017;0;'Portugal' 'Branco' 'Seco' 'Arinto'
Antinori Pian delle Vigne D.O.C.G. Brunello di Montalcino 2014;0.0;R$1.005,91;Itália;Tinto;Seco;Sangiovese;Antinori;Aroma amplo e com notas de especiarias, frutas vermelhas e toque de tabaco e cacau;Na boca é intenso, equilibrado, com final longo e persistente;Convida à degustação de bons pratos, como cabrito à caçadora ou qualquer grande prato da culinária clássica italiana. Bom também com queijos fortes.;Sangiovese;S;1005.91;2014;0;'Itália' 'Tinto' 'Seco' 'Sangiovese'
Miolo Gamay 2020;0.0;R$99,90;Brasil;Tinto;Seco;Gamay;Miolo;Frutas vermelhas frescas como morango, cereja e framboesa;Leve, com boa acidez e notas de frutas frescas;Salmão grelhado, espaguete com almôndegas, frango à passarinho, sanduíche de rosbife, lasanha de berinjela, queijos semimoles como emmental.;Gamay;S;99.9;0;0;'Brasil' 'Tinto' 'Seco' 'Gamay'
Miolo Reserva Campanha Gaúcha Pinot Grigio 2020;0.0;R$107,91;Brasil;Branco;Seco;Pinot Grigio;Miolo;Abacaxi, pêssego, pera;Leve, boa acidez, final agradável;Bolinho de camarão, tilápia grelhada, torta salgada, ceviche de frutos do mar, moqueca, salada caprese.;Pinot Grigio;S;107.91;0;0;'Brasil' 'Branco' 'Seco' 'Pinot Grigio'
Miolo Reserva Campanha Gaúcha Chardonnay 2018;0.0;R$107,91;Brasil;Branco;Seco;Chardonnay;Miolo;Frutas brancas, frutas cítricas, baunilha;Leve, fresco, frutado, baunilha, cítrico;Bolinho de bacalhau, acarajé, galeto ao primo canto, lasanha aos quatro queijos, espetinho de camarão, queijos brancos.;Chardonnay;S;107.91;2018;0;'Brasil' 'Branco' 'Seco' 'Chardonnay'
Salentein Killka Sauvignon Blanc 2019;4.5;R$69,90;Argentina;Branco;Seco;Sauvignon Blanc;Bodegas Salentein;Frutas cítricas, limão, casca de laranja;Suave, acidez marcada e fresco;Tilápia ao molho de alcaparras, isca de frango, espetinho de camarão, frutos do mar, chips de abobrinha, salada de rúcula com tomate cereja.;Sauvignon Blanc;S;69.9;2019;0;'Argentina' 'Branco' 'Seco' 'Sauvignon Blanc'
Terrazas de los Andes Altos del Plata Syrah 2018;0.0;R$104,90;Argentina;Tinto;Seco;Syrah/Shiraz (100%);Terrazas de los Andes;Pimenta-do-reino, frutas negras, leve amadeirado;Corpo de leve para médio, taninos macios, acidez agradável, final agradável;Escondidinho de carne-seca com requeijão, baião de dois, bruschetta de tomate e manjericão, espaguete à marinara, costelinha suína com legumes, queijos semi-duros.;Syrah/Shiraz;S;104.9;2018;0;'Argentina' 'Tinto' 'Seco' 'Syrah/Shiraz'
Champagne Ruinart Rosé 1500 ml;0.0;R$2.073,90;França;Espumante;Brut;Pinot Noir (55%), Chardonnay (45%);Maison Ruinart;Lichia, goiaba, framboesa, cereja, morango, romã, brioche;Cremoso, boa acidez, saboroso, bom corpo;Sashimi de atum, lagosta gratinada, ostras frescas, pappardelle com frutos do mar, camarão VG empanado, polvo na manteiga.;Pinot Noir;N;2073.9;0;0;'França' 'Espumante' 'Brut' 'Pinot Noir'
Champagne Moët & Chandon Impérial Brut 375 ml;4.0;R$253,90;França;Espumante;Brut;Pinot Meunier, Pinot Noir, Chardonnay;Moët & Chandon;Maçã verde, pêssego, pera, flores brancas, brioche, nozes, cítrico;Estruturado, com boa presença em boca, cremoso, boa acidez, notas de brioche;Vieiras empanadas, folhado de salmão, codorna recheada, moqueca capixaba, risoto de camarão, ostras frescas.;Pinot Meunier;N;253.9;0;0;'França' 'Espumante' 'Brut' 'Pinot Meunier'
Espumante Gran Legado Brut Charmat Rosé;4.0;R$42,90;Brasil;Espumante;Brut;Merlot, Pinotage;Gran Legado Vinhos e Espumantes;Frutos vermelhos como morango, cereja, framboesa e sutis notas de fermentação.;Intenso, vivo e saboroso.;Canapés, ostras frescas, salgados diversos, codorna recheada, carpaccio de rosbife, salmão defumado, moqueca com pirão, queijos leves.;Merlot;N;42.9;0;0;'Brasil' 'Espumante' 'Brut' 'Merlot'
Espumante Chandon Excellence Cuvée Prestige Rosé Brut;2.0;R$172,90;Brasil;Espumante;Brut;Pinot Noir (74%), Chardonnay (26%);Chandon Brasil;Frutas vermelhas como morango e framboesa, com delicadas notas de pão, de licor de frutas e trufas.;Frutado, cremoso, volumoso e com boa acidez. Final persistente.;Salmão ao molho de frutas vermelhas, risoto alho poró, ceviche, tomates recheados, moqueca, linguine ao molho de camarão.;Pinot Noir;N;172.9;0;0;'Brasil' 'Espumante' 'Brut' 'Pinot Noir'
Espumante Jeroboam Chandon Réserve Brut 3 L;0.0;R$501,90;Brasil;Espumante;Brut;Riesling Itálico (35.00%), Pinot Noir (35.00%), Chardonnay (30.00%);Chandon Brasil;Frutas cítricas, flores, frutas secas, e delicado aroma de pão fresco;Fresco, equilibrado, média persistência, e confirma as notas de frutas cítricas e secas;Ostras frescas, saladas, culinária japonesa, fettuccine com frutos do mar, peixe grelhado, risoto de camarão.;Riesling Itálico;N;501.9;0;0;'Brasil' 'Espumante' 'Brut' 'Riesling Itálico'
Terrazas de los Andes Reserva Malbec 2017;4.0;R$190,89;Argentina;Tinto;Seco;Malbec (100%);Terrazas de los Andes;Ameixa, cereja negra, especiarias, notas de madeira;Frutado, médio corpo, taninos sedosos, fresco, amadeirado;Picanha suína, risoto de mignon, cogumelos recheados, talharim com ragu de cordeiro, bife de tira com chimichurri, queijos semiduros.;Malbec;S;190.89;2017;0;'Argentina' 'Tinto' 'Seco' 'Malbec'
Espumante Casa Perini Rosé Brut;4.5;R$62,90;Brasil;Espumante;Brut;Gamay, Pinot Noir, Chardonnay;Casa Perini;Frutas vermelhas;Leve, boa acidez, delicada cremosidade;Salmão grelhado, pernil suíno assado, camarão no vapor, salgadinhos fritos, temaki, estrogonofe de frango.;Gamay;N;62.9;0;0;'Brasil' 'Espumante' 'Brut' 'Gamay'
Terrazas de los Andes Reserva Malbec 2017 375 ml;4.0;R$104,90;Argentina;Tinto;Seco;Malbec (100.00%);Terrazas de los Andes;Ameixa, cereja negra, especiarias, notas de madeira;Frutado, médio corpo, taninos sedosos, fresco, amadeirado;Picanha suína, risoto de mignon, cogumelos recheados, talharim com ragu de cordeiro, bife de tira com chimichurri, queijos semiduros.;Malbec;S;104.9;2017;0;'Argentina' 'Tinto' 'Seco' 'Malbec'
Altos del Plata Malbec 2018;4.0;R$106,90;Argentina;Tinto;Seco;Malbec (100.00%);Terrazas de los Andes;Frutas negras, notas amadeiradas, especiarias, nuance de cacau;Médio corpo, boa acidez, taninos macios;Bisteca com batatas douradas, iscas de mignon ao molho Dijon, quiche de parmesão, massa à carbonara, abobrinha recheada com carne, risoto piamontese.;Malbec;S;106.9;2018;0;'Argentina' 'Tinto' 'Seco' 'Malbec'
Espumante Chandon Passion On Ice Demi-Sec;4.5;R$74,89;Brasil;Espumante;Meio Seco/Demi-Sec;Malvasia de Cândia (30%), Malvasia Bianca (30%), Moscatel Graúdo (30%), Pinot Noir (10%);Chandon Brasil;Pêssego, maracujá, lichia, jambo, flor de laranjeira;Leve, frutado, macio, acidez agradável, delicada doçura;Salada de folhas verdes com frutas tropicais, salmão ao forno, mix de queijos, aperitivos, torta de frutas vermelhas, lagosta.;Malvasia de Cândia;N;74.89;0;0;'Brasil' 'Espumante' 'Meio Seco/Demi-Sec' 'Malvasia de Cândia'
Espumante Chandon Riche Demi-Sec;4.5;R$74,89;Brasil;Espumante;Meio Seco/Demi-Sec;Riesling Itálico (70%), Chardonnay (15%), Pinot Noir (15%);Chandon Brasil;Doce de laranja, frutas secas como uva passa, figo, damasco e toque de mel.;Aveludado, com bom frescor, excelente cremosidade e ótima harmonia entre acidez e doçura.;Ceviche picante, camarão em molho agridoce, comida tailandesa, torta de maçã, nhoque na manteiga e sálvia, queijos fortes como gorgonzola e roquefort.;Riesling Itálico;N;74.89;0;0;'Brasil' 'Espumante' 'Meio Seco/Demi-Sec' 'Riesling Itálico'
Terrazas de Los Andes Single Vineyard Malbec 2015;0.0;R$383,89;Argentina;Tinto;Seco;Malbec (100.00%);Terrazas de los Andes;Mirtilo, ameixa, geleia de frutas vermelhas, pimenta-do-reino, canela, amadeirado;Potente, complexo, taninos presentes, acidez agradável, final longo;Bife ancho com batatas rústicas, risoto de funghi secchi, ravióli de mignon ao molho sugo, costeleta suína com purê de mandioquinha, picanha na brasa, queijos duros.;Malbec;S;383.89;2015;0;'Argentina' 'Tinto' 'Seco' 'Malbec'
Espumante Gran Legado Moscatel;4.5;R$38,90;Brasil;Espumante;Suave/Doce;Moscato Giallo (70.00%), Malvasia (30.00%);Gran Legado Vinhos e Espumantes;Flores, mel e frutos tropicais.;Doce, com boa cremosidade, frescor, harmonia entre o açúcar e a acidez, final de boca aveludado e frutado.;Canapés e bruschettas variadas, quiche de frango, torta de palmito, camarões na manteiga, empada de queijo, queijos leves.;Moscato Giallo;N;38.9;0;0;'Brasil' 'Espumante' 'Suave/Doce' 'Moscato Giallo'
Espumante Gran Legado Champenoise Vale dos Vinhedos Rosé Brut;4.0;R$61,90;Brasil;Espumante;Brut;Pinot Noir (100%);Gran Legado Vinhos e Espumantes;Morangos maduros, cereja, amora, framboesa, fermento, floral;Médio corpo, frutado, fermento, boa acidez, final agradável, boa cremosidade;Ostras gratinadas, fettuccine com camarão, carpaccio de salmão, risoto de parmesão, casquinha de siri, bruschetta de tomate com queijo brie.;Pinot Noir;S;61.9;0;0;'Brasil' 'Espumante' 'Brut' 'Pinot Noir'
Espumante Magnum Chandon Réserve Brut 1,5 L;4.0;R$149,90;Brasil;Espumante;Brut;Riesling (35.00%), Pinot Noir (35.00%), Chardonnay (30.00%);Chandon Brasil;Frutas cítricas, flores, frutas secas, e delicado aroma de pão fresco.;Fresco, equilibrado, média persistência, e confirma as notas de frutas cítricas e secas.;Ostras frescas, saladas, culinária japonesa, fettuccine com frutos do mar, peixe grelhado, risoto de camarão.;Riesling;N;149.9;0;0;'Brasil' 'Espumante' 'Brut' 'Riesling'
Champagne Veuve Clicquot Brut 1500 ml;0.0;R$1.100,89;França;Espumante;Brut;Pinot Noir, Pinot Meunier, Chardonnay;Veuve Clicquot;Maçã, pera madura, flores brancas, brioche, tostado;Elegante, cremoso, boa acidez, final agradável;Talharim com frutos do mar, camarão empanado, sashimi de salmão, ostras grelhadas, risoto de pera com nozes, queijos e embutidos.;Pinot Noir;N;1100.89;0;0;'França' 'Espumante' 'Brut' 'Pinot Noir'
Altivo Vineyard Selection La Rioja Torrontés 2018;4.5;R$56,90;Argentina;Branco;Seco;Torrontés;Finca Eugenio Bustos;Frutas frescas, frutas cítricas, rosas, flor de laranjeira.;Equilibrado, leve, boa acidez.;Salada com frango grelhado, espetinho de camarão, tomates recheados, espaguete com legumes, filé de peixe frito, bruschettas.;Torrontés;S;56.9;2018;0;'Argentina' 'Branco' 'Seco' 'Torrontés'
Natana Cuvée Blanche 2017;4.0;R$41,90;África do Sul;Branco;Seco;Sauvignon Blanc (60%), Chenin Blanc (40%);Marianne Wine Estate;Pera, pêssego, mineral;Leve, frutado, acidez agradável;Salada Caesar, ceviche de peixe, risoto de limão siciliano, bolinho de camarão, arroz de bacalhau, lasanha de peito de peru.;Sauvignon Blanc;N;41.9;2017;0;'África do Sul' 'Branco' 'Seco' 'Sauvignon Blanc'
Cantine Pellegrino Gibelè I.G.T. Terre Siciliane Zibibbo 2018;4.5;R$69,90;Itália;Branco;Meio Seco/Demi-Sec;Zibibbo;Cantine Pellegrino;Floral, frutas brancas, frutas amarelas;Leve, acidez agradável, frutado, bom final;Espaguete ao vongole, sopa de capeletti com legumes, wrap de frango, quiche de queijo, panqueca de cogumelos, e queijos brancos.;Zibibbo;S;69.9;2018;0;'Itália' 'Branco' 'Meio Seco/Demi-Sec' 'Zibibbo'
Campo al Moro D.O.C. Maremma Toscana Sangiovese 2018;5.0;R$59,90;Itália;Tinto;Meio Seco/Demi-Sec;Sangiovese;Cecchi;Frutas como framboesas e amoras, com traço de alcaçuz;Corpo entre leve e médio, com boa acidez e taninos presentes;Berinjela à parmigiana, pizza de lombo defumado e cheddar, penne com cogumelos, polenta mole com ragu de linguiça toscana, churrasco, e queijos semiduros.;Sangiovese;S;59.9;2018;0;'Itália' 'Tinto' 'Meio Seco/Demi-Sec' 'Sangiovese'
Cruz Andina Reserva D.O. Casablanca Valley Sauvignon Blanc 2017;4.0;R$46,89;Chile;Branco;Seco;Sauvignon Blanc (100%);Veramonte;Lima, vegetal, floral;Corpo de leve para médio, boa acidez, equilibrado e agradável;Filé de pescada amarela ao molho de maracujá, espaguete ao pesto, eisbein com chucrute, pizza de abobrinha com queijo brie, arroz de mariscos, e queijos como chancliche de zaatar e feta.;Sauvignon Blanc;S;46.89;2017;1;'Chile' 'Branco' 'Seco' 'Sauvignon Blanc'
El Bautismo Malbec 2019;2.5;R$42,90;Argentina;Tinto;Seco;Malbec;La Liga de Enólogos;Framboesa, amora, cereja;Frutado, leve, taninos delicados, fresco, doçura delicada;Costela suína com molho barbecue, pizza, penne à bolonhesa, fraldinha cozida, lasanha de abobrinha, arroz de forno.;Malbec;S;42.9;2019;0;'Argentina' 'Tinto' 'Seco' 'Malbec'
Rigal Les Terrasses A.O.C. Cahors Malbec 2015;3.5;R$55,90;França;Tinto;Seco;Malbec (100%);Rigal;Groselhas, framboesas, ameixas, alcaçuz;Médio corpo, taninos sedosos, frutado, fresco;Cupim na brasa, ossobuco com polenta, picanha recheada com bacon e queijo, risoto de tomate seco e tofu defumado, pizza de pepperoni, queijos semiduros.;Malbec;S;55.9;2015;0;'França' 'Tinto' 'Seco' 'Malbec'
Maycas Reserva Sumaq Chardonnay 2017;4.0;R$55,90;Chile;Branco;Seco;Chardonnay (100%);Maycas del Limarí;Frutas brancas, cítrico, mineral;Frutado, leve, boa acidez;Ostras frescas ao limão, espaguete com frutos do mar, frango à kiev com risoto de açafrão, anchova grelhada com tomates verdes fritos, pizza quatro queijos, queijos frescos.;Chardonnay;S;55.9;2017;0;'Chile' 'Branco' 'Seco' 'Chardonnay'
Fleur du Cap Essence du Cap Chenin Blanc 2017;4.0;R$59,90;África do Sul;Branco;Seco;Chenin Blanc (100.00%);Fleur Du Cap;Frutas tropicais, limão, especiarias;Corpo de leve para médio, boa acidez, frutado, bom final;Ceviche de linguado, suflê de frango, espetinho de camarão, fettuccine com frutos do mar, espaguete de abobrinha com cogumelos, e queijos brancos frescos.;Chenin Blanc;S;59.9;2017;0;'África do Sul' 'Branco' 'Seco' 'Chenin Blanc'
Rantamplán D.O. Rueda Verdejo 2018;4.0;R$60,89;Espanha;Branco;Seco;Verdejo (100%);Bodega Valdehermoso;Goiaba, pêssego, abacaxi, frutas cítricas;Intenso, leve, boa acidez, notas cítricas em evidência;Quiche de presunto cru com abacaxi, papelote de legumes, isca de frango com requeijão, caponata de berinjela com torradinha, pastel frito de queijo, batata frita com cheddar.;Verdejo;S;60.89;2018;0;'Espanha' 'Branco' 'Seco' 'Verdejo'
Barahonda D.O. Yecla Verdejo 2018;4.5;R$52,90;Espanha;Branco;Seco;Verdejo, Sauvignon Blanc;Barahonda;Frutas brancas, frutas amarelas, cítrico;Frutado, boa acidez, leve;Camarão empanado, paella, quiche de alho poró, escondidinho de palmito com requeijão, ceviche, berinjela grelhada com queijo.;Verdejo;N;52.9;2018;0;'Espanha' 'Branco' 'Seco' 'Verdejo'
Toro Loco D.O.P. Utiel-Requena Viura Sauvignon Blanc 2019;4.5;R$39,91;Espanha;Branco;Seco;Sauvignon Blanc, Viura;BVC Bodegas;Frutas brancas, frutas cítricas, floral;Leve, fresco, cítrico, fácil de beber;Risoto de limão siciliano, saladas diversas, lula a dore com guacamole, cuscuz de legumes, supremo de frango, e queijos frescos.;Sauvignon Blanc;N;39.91;2019;0;'Espanha' 'Branco' 'Seco' 'Sauvignon Blanc'
Root: 1 Reserva Sauvignon Blanc 2018;4.5;R$46,89;Chile;Branco;Seco;Sauvignon Blanc (100.00%);Viña Ventisquero;Futas brancas, frutas cítricas e um toque vegetal;Jovem, fácil de beber, boa acidez;Peixe assado, lombo de porco na manteiga de ervas, quiche de palmito, risoto de aspargos.;Sauvignon Blanc;S;46.89;2018;0;'Chile' 'Branco' 'Seco' 'Sauvignon Blanc'
Altivo Classic Chardonnay 2019;0.0;R$39,90;Argentina;Branco;Seco;Chardonnay;Finca Eugenio Bustos;Frutas amarelas frescas, frutas cítricas frescas, nuance de baunilha;Leve, acidez agradável, frutado, jovem;Saladas, camarão na manteiga, risoto caprese, filé de frango com batatas, wrap de ricota e tomate, tabule.;Chardonnay;S;39.9;2019;0;'Argentina' 'Branco' 'Seco' 'Chardonnay'
Espumante Casa Perini Moscatel;5.0;R$64,90;Brasil;Espumante;Suave/Doce;Moscato (100%);Casa Perini;Lichia, pêssego, floral;Leve, doce, boa acidez;Panetone, frutas secas, mousse de limão, mousse de maracujá, vegetais caramelados, lombo suíno com geleia de laranja.;Moscato;S;64.9;0;0;'Brasil' 'Espumante' 'Suave/Doce' 'Moscato'
CentAre Nero dAvola Sicilia DOC 2017;4.0;R$54,89;Itália;Tinto;Meio Seco/Demi-Sec;Nero d'Avola;Cantine Pellegrino;Notas intensas de rosas, cerejas e amora;Frutado, corpo médio, saboroso;Lasanha gratinada, panceta ao forno, filé à parmegiana, pimentão recheado com carne, charutos de uva e espetinho de queijo coalho.;Nero d'Avola;S;54.89;2017;0;"'Itália' 'Tinto' 'Meio Seco/Demi-Sec' ""Nero d'Avola"""
Cellier des Dauphins Prestige IGP Méditerranée Rosé;0.0;R$54,89;França;Rosé;Seco;Grenache , Cinsault, Syrah;Cellier des Dauphins;Aromas florais e de frutas vermelhas;Fresco, boa acidez, leve;Sushi, culinária japonesa em geral, quiche de palmito, queijos leves, bruschetta de tomate e manjericão, bobó de camarão.;Grenache;N;54.89;0;0;'França' 'Rosé' 'Seco' 'Grenache'
Luigi Bosca Malbec 2018;4.5;R$159,90;Argentina;Tinto;Seco;Malbec (100.00%);Luigi Bosca;Aromas de frutos vermelhos maduros, notas de alcaçuz, flores e especiarias;Em boca é marcante e macio com taninos muito finos que respeitam as características da cepa na Argentina;Contra-filé, fraldinha grelhada, nhoque ao ragu de costela, lombo suíno recheado com compota de ameixas, carnes assadas, queijos duros curados (Grana Padano, Pecorino, Manchego curado etc);Malbec;S;159.9;2018;0;'Argentina' 'Tinto' 'Seco' 'Malbec'
Château La Fleur-Pétrus 2014;4.0;R$3.737,90;França;Tinto;Seco;Merlot (93.00%), Cabernet Franc (7.00%);Château La Fleur-Pétrus;Cereja negra, groselha negra, ameixa, violeta, pimenta preta, cravo, tabaco;Complexo, elegante, corpo de médio para encorpado, boa acidez, taninos macios,;Arroz de pato, pappardelle com ragu de ossobuco, pizza de jamon e grana padano, picanha de cordeiro com molho roti, risoto trufado com cogumelos, paleta de cordeiro.;Merlot;N;3737.9;2014;0;'França' 'Tinto' 'Seco' 'Merlot'
Gloria Reynolds Branco 2018;0.0;R$443,90;Portugal;Branco;Seco;Antão Vaz (100%);Reynolds Wine Growers;Frutas brancas, frutas amarelas, mineral, cítrico;Boa acidez, corpo de leve para médio, mineral, bom final;Caldeirada de mariscos, atum grelhado, canapés de salmão defumado, peixe assado com legumes, risoto de alho poró, posta de bacalhau ao forno.;Antão Vaz;S;443.9;2018;0;'Portugal' 'Branco' 'Seco' 'Antão Vaz'
Chateau Fongaban 2016;4.5;R$158,91;França;Tinto;Seco;Merlot (90.00%), Cabernet Franc (10.00%);Sarl de Fongaban;Framboesa, amora, cereja, especiarias, baunilha, notas de madeira;Estruturado, taninos presentes, acidez agradável, frutado, amadeirado;Entrecôte com batatas rústicas, conchiglione recheado de queijo e presunto cru ao sugo, kibe de berinjela com hortelã, pernil de cordeiro en croûte, javali assado com molho de alecrim, queijos semiduros.;Merlot;N;158.91;2016;0;'França' 'Tinto' 'Seco' 'Merlot'
Partridge Reserva Malbec Rosé 2019;4.5;R$45,90;Argentina;Rosé;Seco;Malbec;Viña Las Perdices;Frutas vermelhas, floral;Leve, boa acidez, frutado;Lombo suíno ao forno, linguine ao sugo, risoto caprese, moqueca de camarão, bolinho de bacalhau, salmão grelhado.;Malbec;S;45.9;2019;0;'Argentina' 'Rosé' 'Seco' 'Malbec'
Terra dUro D.O. Toro Verdejo 2017;3.5;R$53,90;Espanha;Branco;Seco;Verdejo (100%);Terra d'Uro;Frutas brancas, frutas cítricas;Leve, cítrico, fácil de beber, boa acidez;Tartar de salmão, tilápia ao molho de legumes, penne à primavera, sopa minestrone, salada morna de frutos do mar, lasanha de abobrinha com frango.;Verdejo;S;53.9;2017;0;'Espanha' 'Branco' 'Seco' 'Verdejo'
Coeur de Méditerranée IGP Méditerranée Rosé 2018;4.0;R$54,90;França;Rosé;Seco;Cinsault, Syrah, Grenache Noir;Les Vignerons De La Méditerranée;Aromas de flores e frutas vermelhas;Fresco, jovem e boa acidez;Como aperitivo, salada com queijo de cabra, comida japonesa, frango grelhado com ervas, ratatouille.;Cinsault;N;54.9;2018;0;'França' 'Rosé' 'Seco' 'Cinsault'
Dancing Bull Zinfandel 2016;4.5;R$102,89;Estados Unidos;Tinto;Meio Seco/Demi-Sec;Zinfandel;Wine.com.br;Intenso em seus aromas de frutas maduras, com cerejas, framboesas e groselhas, sobre um fundo de pimenta e tosta;Bom corpo, taninos macios e frescor agradável;Hambúrguer de costela com fritas, costelinha suína grelhada, lasanha à bolonhesa, tiras de filé mignon com molho barbecue, pizza margherita, e queijos semiduros.;Zinfandel;S;102.89;2016;0;'Estados Unidos' 'Tinto' 'Meio Seco/Demi-Sec' 'Zinfandel'
Cellier des Dauphins Prestige IGP Méditerranée Rouge;4.0;R$51,89;França;Tinto;Seco;Mourvèdre, Syrah, Grenache;Cellier des Dauphins;Aromas de frutas negras e especiarias;Elegante, taninos macios e bom final;Mignon ao molho poivre, bisteca suína com gratin de batatas, picanha no forno com batatas, mix de queijos.;Mourvèdre;N;51.89;0;0;'França' 'Tinto' 'Seco' 'Mourvèdre'
Partridge Unfiltered Sauvignon Blanc 2019;4.5;R$45,90;Argentina;Branco;Seco;Sauvignon Blanc (100%);Viña Las Perdices;Maracujá, pera, cítrico, aspargos, ervas;Frutado, leve, boa acidez;Peixe frito, atum ao pesto, sobrecoxa recheada com queijo, berinjela a role, linguine com abobrinha e camarão, salada de legumes grelhados.;Sauvignon Blanc;S;45.9;2019;0;'Argentina' 'Branco' 'Seco' 'Sauvignon Blanc'
CentAre DOC Grillo Sicilia Bianco 2018;4.0;R$54,89;Itália;Branco;Meio Seco/Demi-Sec;Grillo;Cantine Pellegrino;Frutas cítricas e notas de jasmin;Notas cítricas, frescor e ótima acidez;Crustáceos, peixe grelhado, ceviche, saladas, penne mediterrâneo.;Grillo;S;54.89;2018;0;'Itália' 'Branco' 'Meio Seco/Demi-Sec' 'Grillo'
Esquinas de Argento Pinot Grigio 2019;4.0;R$236,90;Argentina;Branco;Meio Seco/Demi-Sec;Pinot Grigio;Bodega Argento S.A.;Flores brancas, frutas cítricas e um toque mineral;Fresco, vivo e rica acidez;Carpaccio de abobrinha, lascas de bacalhau à provençal, ceviche de linguado, spaghetti al limone, salada caprese, sopa de capeletti, queijos frescos.;Pinot Grigio;S;236.9;2019;0;'Argentina' 'Branco' 'Meio Seco/Demi-Sec' 'Pinot Grigio'
Esquinas de Argento Viognier 2019;4.0;R$236,90;Argentina;Branco;Meio Seco/Demi-Sec;Viognier;Bodega Argento S.A.;Flores brancas, frutas com caroço, pêssego, damasco;Suculento, volumoso, boa acidez;Sushi, sashimi, frango com curry, penne com tomate e muçarela de búfala, tacos.;Viognier;S;236.9;2019;0;'Argentina' 'Branco' 'Meio Seco/Demi-Sec' 'Viognier'
Château La Mission A.O.C. Lalande-de-Pomerol 2011;5.0;R$233,90;França;Tinto;Seco;Merlot (80%), Cabernet Franc (20%);Château La Mission Haut-Brion;Morango, framboesa, floral, mineral, tosta, defumado;Bom corpo, taninos sedosos, fresco, mineral, final longo;Assado de tira, paella com carne de caça, rigatone de pato com shitake, costeletas de cordeiro em crosta de ervas, risoto de funghi secchi, e queijos duros.;Merlot;N;233.9;2011;0;'França' 'Tinto' 'Seco' 'Merlot'
Espumante Casa Valduga Sur Lie Nature;4.0;R$81,52;Brasil;Espumante;Nature;Chardonnay (80%), Pinot Noir (20%);Casa Valduga;Frutas tropicais, amêndoas, fermento;Corpo de médio para encorpado, boa acidez, final longo, complexo, intenso, boa cremosidade;Carpaccio de salmão, camarão à provençal, lagosta grelhada na manteiga, foie gras, vieras gratinadas, risoto de frutos do mar.;Chardonnay;N;81.52;0;0;'Brasil' 'Espumante' 'Nature' 'Chardonnay'
Espumante Casa Valduga 130 Blanc de Noir Brut;4.5;R$163,97;Brasil;Espumante;Brut;Pinot Noir (100%);Casa Valduga;Frutas vermelhas frescas, frutas secas, brioche;Médio corpo, boa acidez, cremoso, final longo;T-Bone com arroz biro-biro, lagosta na manteiga de ervas, pizza de parma e rúcula, penne ao molho de salmão, quiche de frango com curry, caponata de berinjela.;Pinot Noir;S;163.97;0;0;'Brasil' 'Espumante' 'Brut' 'Pinot Noir'
Casa Valduga Terroir Merlot 2015;0.0;R$134,39;Brasil;Tinto;Seco;Merlot (100%);Casa Valduga;Amora, ameixa, cacau, baunilha;Médio corpo, taninos macios, boa acidez, notas do amadurecimento em carvalho;Picanha invertida ao forno, risoto de cogumelos, batata recheada com queijo e bacon, tagliatelle com ragu de costela, maminha na brasa, queijos maduros.;Merlot;S;134.39;2015;0;'Brasil' 'Tinto' 'Seco' 'Merlot'
Casa Valduga Terroir Cabernet Franc 2015;0.0;R$82,37;Brasil;Tinto;Seco;Cabernet Franc (100%);Casa Valduga;Ameixa madura, cereja negra, especiarias, tosta, cacau;Bom corpo, acidez presente, taninos sedosos, amadeirado;Filé-mignon ao molho madeira, risoto de linguiça toscana, costelinha com mandioca, picanha churrasqueada, escondidinho de carne-seca, pizza de calabresa.;Cabernet Franc;S;82.37;2015;0;'Brasil' 'Tinto' 'Seco' 'Cabernet Franc'
Ghost Pines Winemakers Blend Red 2016;4.5;R$123,90;Estados Unidos;Tinto;Seco;Tannat (9%), Sangiovese (9%), Zinfandel (44%), Syrah (37%), Outras uvas (1%);Ghost Pines;Frutas maduras, especiarias, baunilha, amadeirado;Bom corpo, acidez agradável, taninos macios;Paleta de cordeiro assada com polenta trufada, ojo de bife grelhado com batatas rústicas, creme de cogumelos selvagens, meatloaf, pappardelle com salsa di coniglio, queijos como reino, asiago, caciocavallo e provolone.;Tannat;N;123.9;2016;0;'Estados Unidos' 'Tinto' 'Seco' 'Tannat'
